Geo Point;Geo Shape;ID;GEST;NUM;Localisati;ADR_S;dep;ARRO;MODELE;NB;TYPE_ENP;CLASSEE;COMPTEUR;OUV_HIVER;SDF;EN_SERVICE;COMM;ADR_APUR;ARR;code;CFA;NUM1;LET;TYPV;LIBV;CLE;num_ox;ARRO1;QUA;A_BOIRE
48.8237806403, 2.33152234677;"{""type"": ""Point"", ""coordinates"": [2.331522346770139, 48.823780640309465]}";763.0;EDP;56;;Place Jules Hénaffe;75.0;75014;Wallace;1.0;Non;;Oui;Non;;;;pl Jules Henaffe;114.0;11.0;5085;1;;PL;JULES HENAFFE;5085-1;numnr;14.0;54.0;1
48.8348742022, 2.33244509566;"{""type"": ""Point"", ""coordinates"": [2.332445095664821, 48.834874202218415]}";810.0;DVD;14/123;;297 Boulevard Raspail;75.0;75014;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;297 Boulevard Raspail;114.0;14.0;8045;297;;BD;RASPAIL;8045-297;;14.0;53.0;1
48.869039438, 2.3342815034;"{""type"": ""Point"", ""coordinates"": [2.33428150340491, 48.86903943800899]}";36.0;DPA;8;Fontaine Gaillon;1 place Gaillon;75.0;75002;Fontaine ornementale;1.0;Non;Oui;Oui;Non;;Oui;;1 place Gaillon;102.0;12.0;3915;1;;PL;GAILLON;3915-1;;2.0;5.0;0
48.8636733602, 2.33498413385;"{""type"": ""Point"", ""coordinates"": [2.33498413385078, 48.863673360159304]}";3.0;DPA;5;Fontaine du Théâtre Français;1 place André Malraux;75.0;75001;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;;1 place Andre Malraux;101.0;12.0;0330;1;;PL;ANDRE MALRAUX;0330-1;;1.0;3.0;0
48.8496961603, 2.33584739237;"{""type"": ""Point"", ""coordinates"": [2.335847392369296, 48.84969616029735]}";199.0;DPA;44;Fontaine Palatine;12 rue Garancière;75.0;75006;Modèle spécifique;1.0;Non;Oui;Oui;Non;;;;12 rue Garanciere;106.0;7.0;3946;12;;RUE;GARANCIERE;3946-12;;6.0;22.0;1
48.8569497645, 2.33671862337;"{""type"": ""Point"", ""coordinates"": [2.336718623373787, 48.85694976453997]}";211.0;DEVE;28;Fontaine du Marché des Carmes;9 rue de Seine;75.0;75006;Fontaine ornementale;1.0;;;;;;;;9 rue de Seine;106.0;12.0;8913;9;;RUE;SEINE;8913-9;;6.0;21.0;0
48.8985434884, 2.3370458025;"{""type"": ""Point"", ""coordinates"": [2.337045802501667, 48.898543488436864]}";1181.0;DDEEES;;Marché Ney;8 avenue de la Porte Montmartre;75.0;75018;Borne marché;1.0;Non;Non;;;;;;8 av de la Porte Montmartre;118.0;13.0;7675;8;;AV;PORTE DE MONTMARTRE;7675-8;;18.0;69.0;0
48.8979973015, 2.33776650846;"{""type"": ""Point"", ""coordinates"": [2.337766508461734, 48.89799730148457]}";1169.0;DDEEES;;Marché Ney;142 boulevard Ney;75.0;75018;Borne marché;1.0;Non;Non;;;;;;142 boulevard Ney;118.0;13.0;6743;142;;BD;NEY;6743-142;;18.0;69.0;0
48.8892813037, 2.33824956444;"{""type"": ""Point"", ""coordinates"": [2.338249564443063, 48.88928130374056]}";1133.0;DEVE;;Square Joël Le Tac;3 place Constantin-Pecqueur;75.0;75018;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;3 place Constantin Pecqueur;118.0;4.0;2291;3;;PL;CONSTANTIN PECQUEUR;2291-3;;18.0;69.0;1
48.8679409203, 2.33783062324;"{""type"": ""Point"", ""coordinates"": [2.337830623243375, 48.86794092025799]}";37.0;DEVE;13;Fontaine des 4 Fleuves;58 rue de Richelieu;75.0;75002;Fontaine ornementale;1.0;;;;;;;;58 rue de Richelieu;102.0;12.0;8212;58;;RUE;RICHELIEU;8212-58;;2.0;6.0;0
48.8988431119, 2.3382578028;"{""type"": ""Point"", ""coordinates"": [2.338257802796776, 48.89884311191951]}";1124.0;DEVE;;Square Marcel-Sembat;2 rue Marcel-Sembat;75.0;75018;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;2 rue Marcel Sembat;118.0;4.0;6009;2;;RUE;MARCEL SEMBAT;6009-2;;18.0;69.0;1
48.8441530818, 2.33934734205;"{""type"": ""Point"", ""coordinates"": [2.339347342049369, 48.84415308182986]}";162.0;DPA;20;Fontaine de la Guérison;103 boulevard Saint-Michel;75.0;75005;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Non;accessible;103 boulevard Saint Michel;105.0;12.0;8705;103;;BD;SAINT MICHEL;8705-103;;5.0;19.0;0
48.8689447374, 2.34056492605;"{""type"": ""Point"", ""coordinates"": [2.340564926053566, 48.868944737443314]}";42.0;DVD;2/109;;13 Place de la Bourse;75.0;75002;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;13 Place de la Bourse;102.0;14.0;1216;13;;PL;BOURSE;1216-13;;2.0;6.0;1
48.8410251766, 2.34096147878;"{""type"": ""Point"", ""coordinates"": [2.340961478783255, 48.84102517656155]}";153.0;DPA;24;Fontaine Laveran;1 place alphonse laverand;75.0;75005;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;;1 pl alphonse laverand;105.0;12.0;0243;1;;PL;ALPHONSE LAVERAN;0243-1;;5.0;19.0;0
48.8859724494, 2.34195000447;"{""type"": ""Point"", ""coordinates"": [2.341950004474668, 48.88597244943163]}";1125.0;DEVE;;Square Nadar;2 rue Saint-Eleuthère;75.0;75018;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;2 rue Saint Eleuthere;118.0;4.0;8573;2;;RUE;SAINT ELEUTHERE;8573-2;;18.0;70.0;1
48.8384828327, 2.34205340768;"{""type"": ""Point"", ""coordinates"": [2.342053407684437, 48.83848283269318]}";182.0;DDEEES;;Marché Port Royal;74 ter boulevard de Port Royal;75.0;75005;Borne marché;1.0;Non;Non;;;;;;74 ter boulevard de Port Royal;105.0;13.0;7740;74;T;BD;PORT ROYAL;7740-74T;;5.0;19.0;0
48.863561533, 2.34297037284;"{""type"": ""Point"", ""coordinates"": [2.342970372841291, 48.86356153295866]}";32.0;DVD;1/107;;9 Rue Coquillière;75.0;75001;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;9 Rue Coquilliere;101.0;14.0;2318;9;;RUE;COQUILLIERE;2318-9;;1.0;2.0;1
48.8846906872, 2.3433631009;"{""type"": ""Point"", ""coordinates"": [2.343363100897114, 48.88469068716728]}";1163.0;DEVE;148 - 148 bis;;6 place St Pierre;75.0;75018;Fontaine ornementale;2.0;;;;;;;accessible - type fontaine à boire;6 place SAINT Pierre;118.0;12.0;8731;6;;PL;SAINT PIERRE;8731-6;;18.0;70.0;0
48.8500439601, 2.34451126871;"{""type"": ""Point"", ""coordinates"": [2.344511268710596, 48.85004396014972]}";169.0;DEVE;26;Fontaine Octave Gréard;3 place Paul Painlevé;75.0;75005;Fontaine ornementale;1.0;;;;;;;;3 place Paul Painleve;105.0;12.0;7174;3;;PL;PAUL PAINLEVE;7174-3;;5.0;20.0;0
48.882464808, 2.34314284995;"{""type"": ""Point"", ""coordinates"": [2.343142849954189, 48.88246480804658]}";339.0;DVD;9/115;;45 Boulevard de Rochechouart;75.0;75009;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;45 Boulevard de Rochechouart;109.0;14.0;8288;45;;BD;ROCHECHOUART;8288-45;;9.0;36.0;1
48.871280166, 2.34336694535;"{""type"": ""Point"", ""coordinates"": [2.343366945347195, 48.87128016599368]}";45.0;DVD;2/116;;29 Boulevard Poissonnière;75.0;75002;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;29 Boulevard Poissonniere;102.0;14.0;7560;29;;BD;POISSONNIERE;7560-29;;2.0;7.0;1
48.8962103135, 2.34305678564;"{""type"": ""Point"", ""coordinates"": [2.343056785644754, 48.89621031348162]}";1149.0;DEVE;;Square Sainte Hélène;41 rue Letort;75.0;75018;Modèle spécifique;1.0;Non;Non;Non;;Oui;Oui;;41 rue Letort;118.0;7.0;5630;41;;RUE;LETORT;5630-41;;18.0;70.0;1
48.8881119781, 2.34363783884;"{""type"": ""Point"", ""coordinates"": [2.343637838843557, 48.88811197805274]}";1116.0;DEVE;;Square Marcel Bleustein-Blanchet;1 rue de la Bonne;75.0;75018;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;1 rue de la Bonne;118.0;4.0;1093;1;;RUE;BONNE;1093-1;;18.0;70.0;1
48.8197105826, 2.34409431653;"{""type"": ""Point"", ""coordinates"": [2.344094316528898, 48.81971058264125]}";814.0;DVD;14/101;;4 Avenue de Coubertin;75.0;75014;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;4 av de Coubertin;114.0;14.0;7429;4;;AV;PIERRE DE COUBERTIN;7429-4;;14.0;54.0;1
48.8991347633, 2.34380678723;"{""type"": ""Point"", ""coordinates"": [2.343806787231691, 48.89913476327743]}";1191.0;DVD;18/190;;15 Avenue de la Porte de Clignancourt;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;15 Avenue de la Porte de Clignancourt;118.0;14.0;7661;15;;AV;PORTE DE CLIGNANCOURT;7661-15;;18.0;69.0;1
48.8532355147, 2.34368820544;"{""type"": ""Point"", ""coordinates"": [2.343688205439313, 48.853235514651814]}";215.0;DPA;34;Fontaine Saint-Michel;Place Saint michel;75.0;75006;Fontaine ornementale;1.0;Non;Oui;Oui;Non;;Oui;;pl Saint michel;106.0;12.0;8708;1;;PL;SAINT MICHEL;8708-1;numnr;5.0;20.0;0
48.8627025185, 2.3461515089;"{""type"": ""Point"", ""coordinates"": [2.346151508904597, 48.862702518491936]}";14.0;DEVE;7;Jardin des Halles - Fontaine du  Jardin des Fleurs;32 rue Berger;75.0;75001;Fontaine ornementale;1.0;;;;;;;;32 rue Berger;101.0;12.0;0885;32;;RUE;BERGER;0885-32;;1.0;2.0;0
48.8624376574, 2.34547320339;"{""type"": ""Point"", ""coordinates"": [2.345473203385661, 48.86243765739893]}";16.0;DEVE;9;Jardin des Halles - Fontaine Nymphée;32 rue Berger;75.0;75001;Fontaine ornementale;1.0;;;;;;;;32 rue Berger;101.0;12.0;0885;32;;RUE;BERGER;0885-32;;1.0;2.0;0
48.8844919186, 2.34474466133;"{""type"": ""Point"", ""coordinates"": [2.344744661332229, 48.88449191858032]}";1222.0;DVD;18/150;;Place Saint Pierre;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;pl Saint Pierre;118.0;14.0;8731;1;;PL;SAINT PIERRE;8731-1;numnr;18.0;70.0;1
48.8892132613, 2.34482958156;"{""type"": ""Point"", ""coordinates"": [2.344829581564926, 48.88921326128494]}";1205.0;DVD;18/116;;48 Rue Custine;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;48 Rue Custine;118.0;14.0;2496;48;;RUE;CUSTINE;2496-48;;18.0;70.0;1
48.8630393891, 2.34495334383;"{""type"": ""Point"", ""coordinates"": [2.344953343828739, 48.86303938911375]}";23.0;DDEEES;;Marché Saint-Eustache-Les-Halles;3 rue Montmartre;75.0;75001;Borne marché;1.0;Non;Non;;;;;;3 rue Montmartre;101.0;13.0;6513;3;;RUE;MONTMARTRE;6513-3;;1.0;2.0;0
48.8814919935, 2.3451580598;"{""type"": ""Point"", ""coordinates"": [2.345158059800444, 48.88149199347163]}";345.0;DVD;9/119;;9 Avenue Trudaine;75.0;75009;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;9 Avenue Trudaine;109.0;14.0;9484;9;;AV;TRUDAINE;9484-9;;9.0;36.0;1
48.892673839, 2.34631639604;"{""type"": ""Point"", ""coordinates"": [2.346316396041428, 48.892673838950444]}";1118.0;DEVE;;Square Maurice Kriegel Valrimont;1 square de Clignancourt;75.0;75018;Borne-fontaine;1.0;Non;Non;Non;;Oui;Oui;;1 square de Clignancourt;118.0;4.0;2119;1;;SQ;CLIGNANCOURT;2119-1;;18.0;70.0;1
48.8552713233, 2.34703034199;"{""type"": ""Point"", ""coordinates"": [2.347030341994221, 48.85527132331416]}";88.0;EDP;1;;Place Louis Lépine;75.0;75004;Borne-fontaine;1.0;Non;;Oui;Oui;;;;pl Louis Lepine;104.0;4.0;5794;1;;PL;LOUIS LEPINE;5794-1;numnr;4.0;16.0;1
48.849948575, 2.34827089813;"{""type"": ""Point"", ""coordinates"": [2.348270898134305, 48.8499485749559]}";180.0;DDEEES;;Marché Maubert;47 qua boulevard Saint Germain;75.0;75005;Borne marché;1.0;Non;Non;;;;;;47 qua boulevard Saint Germain;105.0;13.0;8619;47;Q;BD;SAINT GERMAIN;8619-47Q;;5.0;20.0;0
48.82749945, 2.3487358121;"{""type"": ""Point"", ""coordinates"": [2.348735812097904, 48.827499449954246]}";647.0;EDP;44;;38 rue de la Butte aux Cailles;75.0;75013;Wallace;1.0;Non;;Oui;Non;;;;38 rue de la Butte aux Cailles;113.0;11.0;1394;38;;RUE;BUTTE AUX CAILLES;1394-38;;13.0;51.0;1
48.8680582799, 2.34815062145;"{""type"": ""Point"", ""coordinates"": [2.348150621447594, 48.86805827993002]}";51.0;DVD;2/113;;Place du Caire sur terre plein;75.0;75002;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;pl du Caire sur terre plein;102.0;14.0;1431;2;;PL;CAIRE;1431-2;numnr;2.0;8.0;1
48.8292162577, 2.34938575868;"{""type"": ""Point"", ""coordinates"": [2.349385758680814, 48.82921625767554]}";594.0;DVD;12/162;;61 Boulevard Auguste Blanqui;75.0;75012;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;61 Boulevard Auguste Blanqui;112.0;14.0;0541;61;;BD;AUGUSTE BLANQUI;0541-61;;13.0;51.0;1
48.8295298719, 2.3492953435;"{""type"": ""Point"", ""coordinates"": [2.349295343496594, 48.82952987192884]}";695.0;DDEEES;;Marché Auguste Blanqui;61 boulevard Auguste Blanqui;75.0;75013;Borne marché;1.0;Non;Non;;;;;;61 boulevard Auguste Blanqui;113.0;13.0;0541;61;;BD;AUGUSTE BLANQUI;0541-61;;13.0;51.0;0
48.8288037555, 2.3491603004;"{""type"": ""Point"", ""coordinates"": [2.349160300397742, 48.82880375545312]}";619.0;DEVE;;Jardin Brassaï;59 A boulevard Auguste-Blanqui;75.0;75013;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;59 A bd Auguste Blanqui;113.0;4.0;0541;59;;BD;AUGUSTE BLANQUI;0541-59;;13.0;51.0;1
48.8430799009, 2.34953408033;"{""type"": ""Point"", ""coordinates"": [2.349534080328946, 48.84307990089696]}";145.0;DPA;29;Fontaine du Pot de Fer;60 rue Rue Mouffetard;75.0;75005;Modèle spécifique;1.0;Non;Oui;Oui;Non;;;;60 rue Rue Mouffetard;105.0;7.0;6581;60;;RUE;MOUFFETARD;6581-60;;5.0;19.0;1
48.8683322638, 2.35040151107;"{""type"": ""Point"", ""coordinates"": [2.350401511069085, 48.86833226377712]}";39.0;DVD;2/103;;1 rue Saint Foy;75.0;75002;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;1 rue Sainte Foy;102.0;14.0;8561;1;;RUE;SAINTE FOY;8561-1;;2.0;8.0;1
48.8482028465, 2.3495747198;"{""type"": ""Point"", ""coordinates"": [2.349574719800105, 48.84820284649035]}";142.0;DEVE;;Square Paul-Langevin;20 rue Monge;75.0;75005;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;20 rue Monge;105.0;7.0;6432;20;;RUE;MONGE;6432-20;;5.0;17.0;1
48.8563380214, 2.35057629181;"{""type"": ""Point"", ""coordinates"": [2.350576291811615, 48.85633802137827]}";128.0;DVD;4/102;;4 quai de Gesvres;75.0;75004;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;4 quai de Gesvres;104.0;14.0;4180;4;;QU;GESVRES;4180-4;;4.0;13.0;1
48.8617763266, 2.3503353917;"{""type"": ""Point"", ""coordinates"": [2.350335391703958, 48.86177632664951]}";127.0;DVD;4/115;;36 Boulevard Sébastopol;75.0;75004;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;36 Boulevard Sebastopol;104.0;14.0;8894;36;;BD;SEBASTOPOL;8894-36;;4.0;13.0;1
48.8506163996, 2.34989082904;"{""type"": ""Point"", ""coordinates"": [2.349890829040095, 48.850616399564544]}";140.0;DEVE;;Jardin rue de Bièvre;20 rue de Bièvre;75.0;75005;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;20 rue de Bievre;105.0;7.0;0964;20;;RUE;BIEVRE;0964-20;;5.0;17.0;1
48.8820922722, 2.35051901174;"{""type"": ""Point"", ""coordinates"": [2.350519011738101, 48.88209227221665]}";377.0;DVD;10/129;;145 Boulevard Magenta;75.0;75010;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;145 Boulevard Magenta;110.0;14.0;5907;145;;BD;MAGENTA;5907-145;;10.0;37.0;1
48.8684012393, 2.35020046726;"{""type"": ""Point"", ""coordinates"": [2.350200467260902, 48.86840123929577]}";35.0;EDP;1;;6  rue Saint Spire;75.0;75002;Wallace;1.0;Non;;Oui;Non;;;;6  rue Saint Spire;102.0;11.0;8769;6;;RUE;SAINT SPIRE;8769-6;;2.0;8.0;1
48.8386778641, 2.35052978599;"{""type"": ""Point"", ""coordinates"": [2.350529785991508, 48.83867786405265]}";170.0;DPA;16;Fontaine Bazeilles;5 rue de Bazeilles;75.0;75005;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;;5 rue de Bazeilles;105.0;12.0;0753;5;;RUE;BAZEILLES;0753-5;;5.0;18.0;0
48.8476020182, 2.35068831249;"{""type"": ""Point"", ""coordinates"": [2.350688312488161, 48.84760201817973]}";165.0;DEVE;23;Fontaine Childebert;20 bis rue Monge;75.0;75005;Fontaine ornementale;1.0;;;;;;;accessible - type fontaine à boire;20 bis rue Monge;105.0;12.0;6432;20;B;RUE;MONGE;6432-20B;;5.0;17.0;0
48.8298616725, 2.35068010834;"{""type"": ""Point"", ""coordinates"": [2.350680108335284, 48.82986167249915]}";692.0;DDEEES;;Marché Auguste Blanqui;47 boulevard Auguste Blanqui;75.0;75013;Borne marché;1.0;Non;Non;;;;;;47 boulevard Auguste Blanqui;113.0;13.0;0541;47;;BD;AUGUSTE BLANQUI;0541-47;;13.0;51.0;0
48.8605381705, 2.35106489224;"{""type"": ""Point"", ""coordinates"": [2.351064892237051, 48.860538170476566]}";122.0;DVD;4/131;;115 Rue Saint Martin;75.0;75004;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;115 Rue Saint Martin;104.0;14.0;8694;115;;RUE;SAINT MARTIN;8694-115;;4.0;13.0;1
48.8840883563, 2.35153227601;"{""type"": ""Point"", ""coordinates"": [2.351532276007065, 48.88408835632771]}";1165.0;DDEEES;;Marché Barbès;102 boulevard de la Chapelle;75.0;75018;Borne marché;1.0;Non;Non;;;;;;102 boulevard de la Chapelle;118.0;13.0;1765;102;;BD;CHAPELLE;1765-102;;18.0;71.0;0
48.8522312124, 2.35122269649;"{""type"": ""Point"", ""coordinates"": [2.351222696491848, 48.85223121237479]}";92.0;DEVE;;Square Jean XXIII;quai de l'Archevêché;75.0;75004;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Non;;qu de l Archeveche;104.0;4.0;0417;1;;QU;ARCHEVECHE;0417-1;numnr;4.0;16.0;1
48.8651990055, 2.35226196167;"{""type"": ""Point"", ""coordinates"": [2.3522619616654, 48.86519900554727]}";75.0;DVD;3/111;;82 Boulevard Sébastopol;75.0;75003;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;82 Boulevard Sebastopol;103.0;14.0;8894;82;;BD;SEBASTOPOL;8894-82;;3.0;9.0;1
48.8209642848, 2.35244948109;"{""type"": ""Point"", ""coordinates"": [2.352449481093192, 48.82096428480986]}";629.0;DEVE;;Jardin rue de la Poterne-des-Peupliers;Rue de la Poterne des Peupliers;75.0;75013;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;Rue de la Poterne des Peupliers;113.0;4.0;7759;1;;RUE;POTERNE DES PEUPLIERS;7759-1;numnr;13.0;51.0;1
48.8856116217, 2.35304364843;"{""type"": ""Point"", ""coordinates"": [2.353043648428053, 48.8856116216884]}";1196.0;DVD;18/101;;17 rue Polonceau;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;17 rue Polonceau;118.0;14.0;7580;17;;RUE;POLONCEAU;7580-17;;18.0;71.0;1
48.8670193644, 2.35361482103;"{""type"": ""Point"", ""coordinates"": [2.353614821030237, 48.867019364411334]}";68.0;DEVE;14;Font côté rue Salomon de Causse;98 bis boulevard de Sébastopol;75.0;75003;Fontaine ornementale;1.0;;;;;;;;98 bis boulevard de Sebastopol;103.0;12.0;8894;98;B;BD;SEBASTOPOL;8894-98B;;3.0;9.0;0
48.8389131128, 2.35364839048;"{""type"": ""Point"", ""coordinates"": [2.353648390480659, 48.83891311279107]}";167.0;DEVE;25;Fontaine des Boulangers;23 rue du Fer à Moulin;75.0;75005;Fontaine ornementale;1.0;;;;;;;;23 rue du Fer a Moulin;105.0;12.0;3573;23;;RUE;FER A MOULIN;3573-23;;5.0;18.0;0
48.8549631738, 2.35264415223;"{""type"": ""Point"", ""coordinates"": [2.352644152228017, 48.854963173822114]}";99.0;EDP;1;Square des Berges de l'Hôtel de Ville;2 rue de Brosse;75.0;75004;Totem;1.0;Non;Non;Oui;Non;;;;2 rue de Brosse;104.0;10.0;1319;2;;RUE;BROSSE;1319-2;;4.0;14.0;1
48.8450882878, 2.35253015679;"{""type"": ""Point"", ""coordinates"": [2.352530156794939, 48.845088287802014]}";143.0;DEVE;;Square des Arènes de Lutèce;4 rue des Arènes;75.0;75005;Modèle spécifique;3.0;Non;Non;Non;Non;Oui;Oui;;4 rue des Arenes;105.0;7.0;0429;4;;RUE;ARENES;0429-4;;5.0;17.0;1
48.8270855447, 2.35387674589;"{""type"": ""Point"", ""coordinates"": [2.353876745887258, 48.827085544744214]}";633.0;DEVE;;Jardin de la Montgolfière;10 rue Henri-Michaux;75.0;75013;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;10 rue Henri Michaux;113.0;7.0;4572;10;;RUE;HENRI MICHAUX;4572-10;;13.0;51.0;1
48.8850876107, 2.35470987035;"{""type"": ""Point"", ""coordinates"": [2.354709870351532, 48.88508761068824]}";1183.0;DVD;18/110;;1 Rue Polonceau;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;1 Rue Polonceau;118.0;14.0;7580;1;;RUE;POLONCEAU;7580-1;;18.0;71.0;1
48.856235764, 2.35537827094;"{""type"": ""Point"", ""coordinates"": [2.355378270942442, 48.856235763972435]}";118.0;DDEEES;;Marché Baudoyer;Place Baudoyer;75.0;75004;Borne marché;1.0;Non;Non;;;;;;pl Baudoyer;104.0;13.0;0731;1;;PL;BAUDOYER;0731-1;numnr;4.0;14.0;0
48.8314870471, 2.35516466105;"{""type"": ""Point"", ""coordinates"": [2.355164661046748, 48.83148704708836]}";627.0;DEVE;;Square Place d'Italie;Place d'Italie;75.0;75013;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;pl d Italie;113.0;4.0;4755;1;;PL;ITALIE;4755-1;numnr;13.0;49.0;1
48.8861105236, 2.35585728156;"{""type"": ""Point"", ""coordinates"": [2.355857281562801, 48.88611052357816]}";1123.0;DEVE;;Square Saint-Bernard;16 rue Affre;75.0;75018;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;16 rue Affre;118.0;4.0;0086;16;;RUE;AFFRE;0086-16;;18.0;71.0;1
48.8551343388, 2.35593994227;"{""type"": ""Point"", ""coordinates"": [2.35593994226655, 48.85513433883433]}";103.0;EDP;9;;4 allée des Justes de France;75.0;75004;Wallace;1.0;Non;;Oui;Non;;;;4 allee des Justes de France;104.0;11.0;5133;4;;ALL;JUSTES DE FRANCE;5133-4;;4.0;14.0;1
48.8401971032, 2.35723374805;"{""type"": ""Point"", ""coordinates"": [2.357233748046298, 48.840197103197326]}";141.0;DEVE;;Jardin d'immeubles rue Poliveau;20 rue Geoffroy-Saint-Hiliaire;75.0;75005;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;20 rue Geoffroy Saint Hiliaire;105.0;7.0;4108;20;;RUE;GEOFFROY SAINT HILAIRE;4108-20;;5.0;18.0;1
48.8400013109, 2.35650577181;"{""type"": ""Point"", ""coordinates"": [2.35650577181242, 48.84000131092343]}";166.0;DEVE;27;;20 rue Geoffroy-Saint-Hiliaire;75.0;75005;Fontaine ornementale;1.0;;;;;;;;20 rue Geoffroy Saint Hiliaire;105.0;12.0;4108;20;;RUE;GEOFFROY SAINT HILAIRE;4108-20;;5.0;18.0;0
48.875840306, 2.35605140507;"{""type"": ""Point"", ""coordinates"": [2.356051405069345, 48.87584030595382]}";393.0;DVD;10/121;;78 Boulevard Magenta;75.0;75010;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;78 Boulevard Magenta;110.0;14.0;5907;78;;BD;MAGENTA;5907-78;;10.0;38.0;1
48.8184766942, 2.35412373437;"{""type"": ""Point"", ""coordinates"": [2.354123734367128, 48.81847669416421]}";642.0;DEVE;;Parc Kellermann;7 boulevard Kellermann;75.0;75013;Salamandre;3.0;Non;Non;Non;Non;Oui;Oui;;7 boulevard Kellermann;113.0;9.0;5146;7;;BD;KELLERMANN;5146-7;;13.0;51.0;1
48.8247312829, 2.35759960791;"{""type"": ""Point"", ""coordinates"": [2.357599607909304, 48.824731282859524]}";669.0;DDEEES;;Marché Maison Blanche;106 avenue d'Italie;75.0;75013;Borne marché;1.0;Non;Non;;;;;;106 avenue d Italie;113.0;13.0;4754;106;;AV;ITALIE;4754-106;;13.0;51.0;0
48.8306290602, 2.35773898937;"{""type"": ""Point"", ""coordinates"": [2.357738989365886, 48.830629060163965]}";640.0;DEVE;;Jardin Îlot des Deux-Moulins;80 avenue Edison;75.0;75013;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;80 avenue Edison;113.0;7.0;3120;80;;AV;EDISON;3120-80;;13.0;50.0;1
48.8225290315, 2.3582834682;"{""type"": ""Point"", ""coordinates"": [2.358283468196907, 48.82252903151466]}";682.0;DDEEES;;Marché Maison Blanche;150 avenue d'Italie;75.0;75013;Borne marché;1.0;Non;Non;;;;;;150 avenue d Italie;113.0;13.0;4754;150;;AV;ITALIE;4754-150;;13.0;51.0;0
48.8554550774, 2.35954142871;"{""type"": ""Point"", ""coordinates"": [2.359541428711159, 48.8554550773771]}";102.0;EDP;8;;1 rue de Rivoli;75.0;75004;Wallace;1.0;Non;;Oui;Non;;;;1 rue de Rivoli;104.0;11.0;8249;1;;RUE;RIVOLI;8249-1;;4.0;14.0;1
48.820170074, 2.36088587599;"{""type"": ""Point"", ""coordinates"": [2.360885875993378, 48.820170074046345]}";614.0;DEVE;;Jardin Juan-Miro;25 allée Marc Chagall;75.0;75013;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;25 allee Marc Chagall;113.0;4.0;5992;25;;ALL;MARC CHAGALL;5992-25;;13.0;51.0;1
48.8281723873, 2.35988640538;"{""type"": ""Point"", ""coordinates"": [2.359886405377465, 48.82817238734297]}";652.0;DEVE;90;Bassin et Fontaine;128 avenue de Choisy;75.0;75013;Fontaine ornementale;1.0;;;;;;;;128 avenue de Choisy;113.0;12.0;2015;128;;AV;CHOISY;2015-128;;13.0;50.0;0
