Geo Point;Geo Shape;ID;GEST;NUM;Localisati;ADR_S;dep;ARRO;MODELE;NB;TYPE_ENP;CLASSEE;COMPTEUR;OUV_HIVER;SDF;EN_SERVICE;COMM;ADR_APUR;ARR;code;CFA;NUM1;LET;TYPV;LIBV;CLE;num_ox;ARRO1;QUA;A_BOIRE
48.8936037352, 2.37005532036;"{""type"": ""Point"", ""coordinates"": [2.370055320360564, 48.89360373522748]}";1281.0;DVD;19/106;;152 rue d'Aubervilliers;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;152 rue d Aubervilliers;119.0;14.0;0517;152;;RUE;AUBERVILLIERS;0517-152;;19.0;73.0;1
48.8993813195, 2.37074330886;"{""type"": ""Point"", ""coordinates"": [2.370743308863713, 48.899381319545256]}";1276.0;DDEEES;;Marché Porte d'Aubervilliers;5 avenue de la Porte d'Aubervilliers;75.0;75019;Borne marché;1.0;Non;Non;;;;;;5 avenue de la Porte d Aubervilliers;119.0;13.0;7642;5;;AV;PORTE D AUBERVILLIERS;7642-5;;18.0;72.0;0
48.8474456593, 2.3704412624;"{""type"": ""Point"", ""coordinates"": [2.370441262395464, 48.8474456592863]}";561.0;DDEEES;;Marché Ledru-Rollin;34 avenue Ledru Rollin;75.0;75012;Borne marché;1.0;Non;Non;;;;;;34 avenue Ledru Rollin;112.0;13.0;5467;34;;AV;LEDRU ROLLIN;5467-34;;12.0;48.0;0
48.8633392936, 2.37147301614;"{""type"": ""Point"", ""coordinates"": [2.37147301613991, 48.863339293598564]}";413.0;DEVE;;Square du Bataclan;99 boulevard Richard Lenoir;75.0;75011;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;99 boulevard Richard Lenoir;111.0;4.0;8208;99;;BD;RICHARD LENOIR;8208-99;;11.0;42.0;1
48.8870161603, 2.375215423;"{""type"": ""Point"", ""coordinates"": [2.375215423004073, 48.88701616028092]}";1228.0;DEVE;;Square du Quai de la Seine;16 quai de la Seine;75.0;75019;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;16 quai de la Seine;119.0;4.0;8912;16;;QU;SEINE;8912-16;;19.0;73.0;1
48.8621976867, 2.37212632736;"{""type"": ""Point"", ""coordinates"": [2.372126327356501, 48.86219768667181]}";431.0;EDP;35;;89 boulevard Richard Lenoir;75.0;75011;Wallace;1.0;Non;;Oui;Non;;;;89 boulevard Richard Lenoir;111.0;11.0;8208;89;;BD;RICHARD LENOIR;8208-89;;11.0;42.0;1
48.8733336341, 2.37515753205;"{""type"": ""Point"", ""coordinates"": [2.375157532047601, 48.87333363408462]}";369.0;DVD;10/106;;1 Rue du buisson Saint Louis;75.0;75010;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;1 Rue du buisson Saint Louis;110.0;14.0;1379;1;;RUE;BUISSON SAINT LOUIS;1379-1;;10.0;40.0;1
48.8550621178, 2.37273105607;"{""type"": ""Point"", ""coordinates"": [2.372731056066611, 48.855062117820935]}";474.0;DVD;11/104;;27 rue de la Roquette;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;27 rue de la Roquette;111.0;14.0;8358;27;;RUE;ROQUETTE;8358-27;;11.0;43.0;1
48.8520047384, 2.37374027422;"{""type"": ""Point"", ""coordinates"": [2.373740274216542, 48.85200473839462]}";423.0;DPA;60;Fontaine Trogneux;61 rue du Faubourg-Saint-Antoine;75.0;75011;Modèle spécifique;1.0;Non;Oui;Oui;Non;;;;61 rue du Faubourg Saint Antoine;111.0;7.0;3514;61;;RUE;FAUBOURG SAINT ANTOINE;3514-61;;11.0;43.0;1
48.8873022726, 2.37538150598;"{""type"": ""Point"", ""coordinates"": [2.375381505979576, 48.887302272632525]}";1298.0;DVD;19/115;;57/59 quai de Seine;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;57 qu de Seine;119.0;14.0;8912;57;;QU;SEINE;8912-57;;19.0;73.0;1
48.8857823301, 2.37594095433;"{""type"": ""Point"", ""coordinates"": [2.375940954325442, 48.88578233012712]}";1297.0;DVD;19/156;;54 Quai de Loire;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;54 Quai de Loire;119.0;14.0;5732;54;;QU;LOIRE;5732-54;;19.0;73.0;1
48.8560341767, 2.37639898659;"{""type"": ""Point"", ""coordinates"": [2.376398986585702, 48.85603417669447]}";412.0;DEVE;;Jardin Francis Lemarque;90 rue de la Roquette;75.0;75011;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;90 rue de la Roquette;111.0;4.0;8358;90;;RUE;ROQUETTE;8358-90;;11.0;43.0;1
48.8471169481, 2.37669005086;"{""type"": ""Point"", ""coordinates"": [2.376690050861162, 48.847116948127706]}";526.0;DEVE;66;Coursiers;17 rue Hector Malot;75.0;75012;Fontaine ornementale;1.0;;;;;;;;17 rue Hector Malot;112.0;12.0;4517;17;;RUE;HECTOR MALOT;4517-17;;12.0;48.0;0
48.8471169481, 2.37669005086;"{""type"": ""Point"", ""coordinates"": [2.376690050861162, 48.847116948127706]}";527.0;DEVE;72;;17 rue Hector Malot;75.0;75012;Fontaine ornementale;1.0;;;;;;;;17 rue Hector Malot;112.0;12.0;4517;17;;RUE;HECTOR MALOT;4517-17;;12.0;48.0;0
48.8226096814, 2.37755380716;"{""type"": ""Point"", ""coordinates"": [2.377553807164909, 48.822609681357356]}";601.0;DEVE;;Square Boutroux;1 avenue Boutroux;75.0;75013;Applique;1.0;Non;Non;Non;Non;Oui;Oui;;1 avenue Boutroux;113.0;2.0;1231;1;;AV;BOUTROUX;1231-1;;13.0;50.0;1
48.8866064997, 2.37761595014;"{""type"": ""Point"", ""coordinates"": [2.377615950135644, 48.886606499710616]}";1303.0;DVD;19/110;;72 Quai de Loire;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;72 Quai de Loire;119.0;14.0;5732;72;;QU;LOIRE;5732-72;;19.0;73.0;1
48.8677884739, 2.37744509826;"{""type"": ""Point"", ""coordinates"": [2.377445098259869, 48.86778847391057]}";432.0;EDP;33;;94 rue Jean-Pierre Timbaud;75.0;75011;Wallace;1.0;Non;;Oui;Non;;;;94 rue Jean Pierre Timbaud;111.0;11.0;4939;94;;RUE;JEAN PIERRE TIMBAUD;4939-94;;11.0;41.0;1
48.8704968597, 2.37871043572;"{""type"": ""Point"", ""coordinates"": [2.378710435717333, 48.87049685967925]}";456.0;DDEEES;;Marché Belleville;67 boulevard de Belleville;75.0;75011;Borne marché;1.0;Non;Non;;;;;;67 boulevard de Belleville;111.0;13.0;0832;67;;BD;BELLEVILLE;0832-67;;11.0;41.0;0
48.8640688392, 2.3796194216;"{""type"": ""Point"", ""coordinates"": [2.379619421598176, 48.86406883917955]}";482.0;DVD;11/130;;82 Avenue de la République;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;82 Avenue de la Republique;111.0;14.0;8158;82;;AV;REPUBLIQUE;8158-82;;11.0;42.0;1
48.8578301684, 2.37962829168;"{""type"": ""Point"", ""coordinates"": [2.379628291680328, 48.85783016844271]}";420.0;DEVE;;Square Place Leon Blum;Place Léon Blum;75.0;75011;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;pl Leon Blum;111.0;4.0;5527;1;;PL;LEON BLUM;5527-1;numnr;11.0;43.0;1
48.889163887, 2.37875101682;"{""type"": ""Point"", ""coordinates"": [2.378751016815815, 48.889163886952886]}";1306.0;DVD;19/125;;square de Bitche;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;sq de Bitche;119.0;14.0;0989;2;;PL;BITCHE;0989-2;numnr;19.0;73.0;1
48.8890396833, 2.38005986945;"{""type"": ""Point"", ""coordinates"": [2.380059869449893, 48.88903968334794]}";1261.0;DDEEES;;Marché Joinville;1 quai de l'Oise;75.0;75019;Borne marché;1.0;Non;Non;;;;;;1 quai de l Oise;119.0;13.0;6879;1;;QU;OISE;6879-1;;19.0;73.0;0
48.8654850228, 2.38097064688;"{""type"": ""Point"", ""coordinates"": [2.380970646877461, 48.86548502276765]}";414.0;DEVE;;Square Jean-Aicard;Avenue Jean-Aicard;75.0;75011;Borne-fontaine;3.0;Non;Non;Non;Non;Oui;Oui;;av Jean Aicard;111.0;4.0;4845;1;;AV;JEAN AICARD;4845-1;numnr;11.0;42.0;1
48.8521783145, 2.38098156569;"{""type"": ""Point"", ""coordinates"": [2.380981565685002, 48.852178314483474]}";399.0;DEVE;;Square Raoul-Nordling;1 rue Chanzy;75.0;75011;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;1 rue Chanzy;111.0;4.0;1762;1;;RUE;CHANZY;1762-1;;11.0;44.0;1
48.8708628182, 2.38345943576;"{""type"": ""Point"", ""coordinates"": [2.383459435756554, 48.87086281821872]}";1362.0;DEVE;154;Bassin;38 rue de Pali Kao;75.0;75020;Fontaine ornementale;1.0;;;;;;;;38 rue de Pali Kao;120.0;12.0;7020;38;;RUE;PALI KAO;7020-38;;20.0;77.0;0
48.8504254757, 2.38382988922;"{""type"": ""Point"", ""coordinates"": [2.383829889218176, 48.85042547565647]}";439.0;DPA;53;Fontaine de la petite Halle;Place du dr A Beclere;75.0;75011;Fontaine ornementale;1.0;Non;Non;;Non;;Non;récupérée de la DEVE avril 2014;pl du dr A Beclere;111.0;12.0;2814;2;;PL;DOCTEUR ANTOINE BECLERE;2814-2;numnr;12.0;48.0;0
48.8448656457, 2.3840564715;"{""type"": ""Point"", ""coordinates"": [2.384056471500975, 48.84486564573482]}";528.0;DEVE;69;;173 ter rue de Charenton;75.0;75012;Fontaine ornementale;1.0;;;;;;;;173 ter rue de Charenton;112.0;12.0;1794;173;T;RUE;CHARENTON;1794-173T;;12.0;46.0;0
48.8450710953, 2.38745368123;"{""type"": ""Point"", ""coordinates"": [2.387453681231758, 48.84507109532958]}";485.0;DEVE;;Square Saint-Eloi;11 rue du colonel Rozanoff;75.0;75012;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;11 rue du colonel Rozanoff;112.0;4.0;2216;11;;RUE;COLONEL ROZANOFF;2216-11;;12.0;46.0;1
48.8455432575, 2.38750351051;"{""type"": ""Point"", ""coordinates"": [2.387503510512949, 48.84554325750585]}";563.0;DDEEES;;Marché Saint-Eloi;36 rue de Reuilly;75.0;75012;Borne marché;1.0;Non;Non;;;;;;36 rue de Reuilly;112.0;13.0;8175;36;;RUE;REUILLY;8175-36;;12.0;46.0;0
48.8424538548, 2.38822736599;"{""type"": ""Point"", ""coordinates"": [2.388227365992202, 48.842453854756094]}";524.0;DEVE;71;;15 rue Albinoni;75.0;75012;Fontaine ornementale;1.0;;;;;;;;15 rue Albinoni;112.0;12.0;0140;15;;RUE;ALBINONI;0140-15;;12.0;46.0;0
48.8882504714, 2.38976455544;"{""type"": ""Point"", ""coordinates"": [2.389764555441025, 48.88825047139619]}";1267.0;DDEEES;;Marché Jean-Jaurès;191 avenue Jean Jaurès;75.0;75019;Borne marché;1.0;Non;Non;;;;;;191 avenue Jean Jaures;119.0;13.0;4903;191;;AV;JEAN JAURES;4903-191;;19.0;74.0;0
48.8391058344, 2.39146334128;"{""type"": ""Point"", ""coordinates"": [2.391463341278072, 48.839105834441035]}";549.0;DDEEES;;Marché Daumesnil;18 boulevard de Reuilly;75.0;75012;Borne marché;1.0;Non;Non;;;;;;18 boulevard de Reuilly;112.0;13.0;8174;18;;BD;REUILLY;8174-18;;12.0;46.0;0
48.852083068, 2.39106000587;"{""type"": ""Point"", ""coordinates"": [2.391060005872031, 48.85208306795232]}";419.0;DEVE;;Jardin de l'impasse des Jardiniers;impasse des Jardiniers;75.0;75011;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;impasse des Jardiniers;111.0;4.0;4826;1;;IMP;JARDINIERS;4826-1;numnr;11.0;44.0;1
48.8720053979, 2.39207108729;"{""type"": ""Point"", ""coordinates"": [2.39207108729394, 48.87200539791236]}";1409.0;DVD;20/135;;343 Rue des Pyrénées;75.0;75020;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;343 Rue des Pyrenees;120.0;14.0;7904;343;;RUE;PYRENEES;7904-343;;20.0;77.0;1
48.8768967837, 2.39230731474;"{""type"": ""Point"", ""coordinates"": [2.39230731474312, 48.87689678374457]}";1271.0;DDEEES;;Marché Place des Fêtes;25 rue des Fêtes;75.0;75019;Borne marché;1.0;Non;Non;;;;;;25 rue des Fetes;119.0;13.0;3628;25;;RUE;FETES;3628-25;;19.0;75.0;0
48.8769334986, 2.39338819697;"{""type"": ""Point"", ""coordinates"": [2.393388196969173, 48.87693349864562]}";1259.0;DDEEES;;Marché Place des Fêtes;1 place des Fêtes;75.0;75019;Borne marché;1.0;Non;Non;;;;;;1 place des Fetes;119.0;13.0;3627;1;;PL;FETES;3627-1;;19.0;75.0;0
48.8773643043, 2.39245894088;"{""type"": ""Point"", ""coordinates"": [2.392458940880352, 48.877364304257306]}";1260.0;DDEEES;;Marché Place des Fêtes;1 place des Fêtes;75.0;75019;Borne marché;1.0;Non;Non;;;;;;1 place des Fetes;119.0;13.0;3627;1;;PL;FETES;3627-1;;19.0;75.0;0
48.8893463041, 2.39340716641;"{""type"": ""Point"", ""coordinates"": [2.393407166413083, 48.88934630407582]}";1286.0;DVD;19/136;;217 Avenue Jean Jaurès;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;217 Avenue Jean Jaures;119.0;14.0;4903;217;;AV;JEAN JAURES;4903-217;;19.0;74.0;1
48.839464389, 2.39351023975;"{""type"": ""Point"", ""coordinates"": [2.393510239753031, 48.839464388988496]}";565.0;DDEEES;;Marché Daumesnil;41 boulevard de Reuilly;75.0;75012;Borne marché;1.0;Non;Non;;;;;;41 boulevard de Reuilly;112.0;13.0;8174;41;;BD;REUILLY;8174-41;;12.0;46.0;0
48.8347718541, 2.39361974439;"{""type"": ""Point"", ""coordinates"": [2.393619744391019, 48.83477185409548]}";588.0;DVD;12/106;;283 rue de Charenton;75.0;75012;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;283 rue de Charenton;112.0;14.0;1794;283;;RUE;CHARENTON;1794-283;;12.0;46.0;1
48.8705076453, 2.39389892058;"{""type"": ""Point"", ""coordinates"": [2.393898920579318, 48.87050764528575]}";1373.0;DDEEES;;Marché Pyrénées;305 rue des Pyrénées;75.0;75020;Borne marché;1.0;Non;Non;;;;;;305 rue des Pyrenees;120.0;13.0;7904;305;;RUE;PYRENEES;7904-305;;20.0;77.0;0
48.8522981761, 2.39371395028;"{""type"": ""Point"", ""coordinates"": [2.393713950278059, 48.85229817609939]}";477.0;DVD;11/105;;46 Avenue Philippe Auguste;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;46 Avenue Philippe Auguste;111.0;14.0;7380;46;;AV;PHILIPPE AUGUSTE;7380-46;;11.0;44.0;1
48.8699537755, 2.39340537737;"{""type"": ""Point"", ""coordinates"": [2.393405377365982, 48.869953775478756]}";1320.0;DEVE;;Square Carré Baudoin;303 rue des Pyrénées;75.0;75020;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;303 rue des Pyrenees;120.0;4.0;7904;303;;RUE;PYRENEES;7904-303;;20.0;77.0;1
48.8561686475, 2.39471146768;"{""type"": ""Point"", ""coordinates"": [2.394711467683933, 48.85616864746508]}";442.0;DDEEES;;Marché Charonne;109 boulevard de Charonne;75.0;75011;Borne marché;1.0;Non;Non;;;;;;109 boulevard de Charonne;111.0;13.0;1887;109;;BD;CHARONNE;1887-109;;11.0;44.0;0
48.875871166, 2.39473632476;"{""type"": ""Point"", ""coordinates"": [2.394736324763535, 48.87587116598261]}";1262.0;DDEEES;;Marché Place des Fêtes;1 rue Compans;75.0;75019;Borne marché;1.0;Non;Non;;;;;;1 rue Compans;119.0;13.0;2252;1;;RUE;COMPANS;2252-1;;19.0;75.0;0
48.8550179397, 2.39560233472;"{""type"": ""Point"", ""coordinates"": [2.395602334722055, 48.855017939685]}";459.0;DDEEES;;Marché Charonne;91 boulevard de Charonne;75.0;75011;Borne marché;1.0;Non;Non;;;;;;91 boulevard de Charonne;111.0;13.0;1887;91;;BD;CHARONNE;1887-91;;11.0;44.0;0
48.849599695, 2.39652165525;"{""type"": ""Point"", ""coordinates"": [2.396521655253697, 48.84959969497221]}";473.0;DVD;11/111;;2 Avenue de Bouvines;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;2 Avenue de Bouvines;111.0;14.0;1237;2;;AV;BOUVINES;1237-2;;11.0;44.0;1
48.8817930047, 2.39803597113;"{""type"": ""Point"", ""coordinates"": [2.398035971128495, 48.88179300473807]}";1254.0;DEVE;152;Fontaine l’Eve / chapeau rouge;68 bd Serrurier;75.0;75019;Fontaine ornementale;1.0;;;;;;;;68 bd Serrurier;119.0;12.0;8939;68;;BD;SERURIER;8939-68;;19.0;75.0;0
48.8649788553, 2.39997502856;"{""type"": ""Point"", ""coordinates"": [2.399975028562094, 48.8649788552799]}";1393.0;DVD;20/162;;1 Rue Belgrand;75.0;75020;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;1 Rue Belgrand;120.0;14.0;0817;1;;RUE;BELGRAND;0817-1;;20.0;79.0;1
48.855536101, 2.40002625247;"{""type"": ""Point"", ""coordinates"": [2.400026252473696, 48.855536100975435]}";1371.0;DDEEES;;Marché Réunion;101 rue Alexandre Dumas;75.0;75020;Borne marché;1.0;Non;Non;;;;;;101 rue Alexandre Dumas;120.0;13.0;0155;101;;RUE;ALEXANDRE DUMAS;0155-101;;20.0;80.0;0
48.8509011078, 2.40000996567;"{""type"": ""Point"", ""coordinates"": [2.400009965666963, 48.85090110782131]}";1318.0;DEVE;;Square Emiliy Dickinson;28 rue des Ormeaux;75.0;75020;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;28 rue des Ormeaux;120.0;4.0;6942;28;;RUE;ORMEAUX;6942-28;;20.0;80.0;1
48.8483614448, 2.40026245175;"{""type"": ""Point"", ""coordinates"": [2.400262451752794, 48.848361444803366]}";1394.0;DVD;20/107;;11 cours de Vincennes sur terre-plein;75.0;75020;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;11 crs de Vincennes;120.0;14.0;9850;11;;CRS;VINCENNES;9850-11;;20.0;80.0;1
48.8477670534, 2.40100468487;"{""type"": ""Point"", ""coordinates"": [2.401004684874623, 48.847767053361494]}";550.0;DDEEES;;Marché Cours de Vincennes;20 Cours de Vincenne;75.0;75012;Borne marché;1.0;Non;Non;;;;;;20 crs de Vincenne;112.0;13.0;9850;20;;CRS;VINCENNES;9850-20;;12.0;45.0;0
48.8477303051, 2.40142540118;"{""type"": ""Point"", ""coordinates"": [2.401425401177, 48.84773030509556]}";552.0;DDEEES;;Marché Cours de Vincennes;26 Cours de Vincennes;75.0;75012;Borne marché;1.0;Non;Non;;;;;;26 crs de Vincennes;112.0;13.0;9850;26;;CRS;VINCENNES;9850-26;;12.0;45.0;0
48.8449888499, 2.4021094132;"{""type"": ""Point"", ""coordinates"": [2.402109413199595, 48.84498884990625]}";539.0;DEVE;67;;51 boulevard  de Picpus;75.0;75012;Fontaine ornementale;1.0;;;;;;;;51 boulevard  de Picpus;112.0;12.0;7401;51;;BD;PICPUS;7401-51;;12.0;46.0;0
48.8648575205, 2.40217987744;"{""type"": ""Point"", ""coordinates"": [2.40217987743602, 48.864857520484534]}";1382.0;DDEEES;;Marché Belgrand;7 rue Belgrand;75.0;75020;Borne marché;1.0;Non;Non;;;;;;7 rue Belgrand;120.0;13.0;0817;7;;RUE;BELGRAND;0817-7;;20.0;79.0;0
48.8363259086, 2.40425658717;"{""type"": ""Point"", ""coordinates"": [2.404256587168986, 48.83632590856553]}";553.0;DDEEES;;Marché Poniatowski;264 avenue Daumesnil côté bâti;75.0;75012;Borne marché;1.0;Non;Non;;;;;;264 av Daumesnil;112.0;13.0;2584;264;;AV;DAUMESNIL;2584-264;;12.0;45.0;0
48.8474294109, 2.4048533242;"{""type"": ""Point"", ""coordinates"": [2.404853324200896, 48.847429410910635]}";573.0;DDEEES;;Marché Cours de Vincennes;66 Cours de Vincennes;75.0;75012;Borne marché;1.0;Non;Non;;;;;;66 crs de Vincennes;112.0;13.0;9850;66;;CRS;VINCENNES;9850-66;;12.0;45.0;0
48.860877311, 2.40531331931;"{""type"": ""Point"", ""coordinates"": [2.405313319307665, 48.86087731096778]}";1340.0;DEVE;;Square Antoine-Blondin;126 rue de Bagnolet;75.0;75020;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;126 rue de Bagnolet;120.0;7.0;0626;126;;RUE;BAGNOLET;0626-126;;20.0;80.0;1
48.847325625, 2.40603225732;"{""type"": ""Point"", ""coordinates"": [2.406032257324504, 48.847325624951296]}";576.0;DDEEES;;Marché Cours de Vincennes;78 Cours de Vincennes;75.0;75012;Borne marché;1.0;Non;Non;;;;;;78 crs de Vincennes;112.0;13.0;9850;78;;CRS;VINCENNES;9850-78;;12.0;45.0;0
48.8348675266, 2.40627509767;"{""type"": ""Point"", ""coordinates"": [2.406275097668753, 48.83486752657284]}";538.0;DEVE;70;;5 rue Marcel Dubois;75.0;75012;Fontaine ornementale;1.0;;;;;;;;5 rue Marcel Dubois;112.0;12.0;6001;5;;RUE;MARCEL DUBOIS;6001-5;;12.0;45.0;0
48.8618582805, 2.40642957539;"{""type"": ""Point"", ""coordinates"": [2.406429575391397, 48.86185828046932]}";1342.0;DEVE;;Jardin de l'hospice Debrousse;148 rue de Bagnolet;75.0;75020;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;148 rue de Bagnolet;120.0;7.0;0626;148;;RUE;BAGNOLET;0626-148;;20.0;80.0;1
48.8662345597, 2.40631924027;"{""type"": ""Point"", ""coordinates"": [2.406319240274191, 48.866234559721015]}";1353.0;EDP;96;;2 place Octave Chanute;75.0;75020;Wallace;1.0;Non;;Oui;Non;;;;2 place Octave Chanute;120.0;11.0;6862;2;;PL;OCTAVE CHANUTE;6862-2;;20.0;78.0;1
48.8693093878, 2.40922275485;"{""type"": ""Point"", ""coordinates"": [2.40922275485109, 48.86930938783072]}";1385.0;DDEEES;;Marché Mortier;78 boulevard Mortier;75.0;75020;Borne marché;1.0;Non;Non;;;;;;78 boulevard Mortier;120.0;13.0;6568;78;;BD;MORTIER;6568-78;;20.0;78.0;0
48.8421779918, 2.41001270847;"{""type"": ""Point"", ""coordinates"": [2.410012708474119, 48.84217799178941]}";498.0;DEVE;;Square Colh;60 boulevard Soult;75.0;75012;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;60 boulevard Soult;112.0;4.0;9047;60;;BD;SOULT;9047-60;;12.0;45.0;1
48.87085547, 2.40911436541;"{""type"": ""Point"", ""coordinates"": [2.409114365410424, 48.87085547000873]}";1392.0;DVD;20/102;;1 Avenue de la Porte de Ménilmontant;75.0;75020;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;1 Avenue de la Porte de Menilmontant;120.0;14.0;7673;1;;AV;PORTE DE MENILMONTANT;7673-1;;20.0;78.0;1
48.8553794804, 2.41058684027;"{""type"": ""Point"", ""coordinates"": [2.410586840267314, 48.85537948038926]}";1388.0;DDEEES;;Marché Davout;86 boulevard Davout côté bati;75.0;75020;Borne marché;1.0;Non;Non;;;;;;86 bd Davout;120.0;13.0;2608;86;;BD;DAVOUT;2608-86;;20.0;80.0;0
48.8544837784, 2.41220694313;"{""type"": ""Point"", ""coordinates"": [2.412206943126285, 48.8544837784286]}";1411.0;DVD;20/157;;5 Avenue de la porte de Montreuil;75.0;75020;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;5 Avenue de la porte de Montreuil;120.0;14.0;7678;5;;AV;PORTE DE MONTREUIL;7678-5;;20.0;80.0;1
48.8360479385, 2.31892842209;"{""type"": ""Point"", ""coordinates"": [2.318928422085615, 48.83604793852361]}";761.0;EDP;54;;Place de l'Abbé Jean Leboeuf;75.0;75014;Wallace;1.0;Non;;Oui;Non;;;;pl de l Abbe Jean Leboeuf;114.0;11.0;0021;2;;PL;ABBE JEAN LEBEUF;0021-2;prob;0.0;0.0;1
48.8873017067, 2.34935116197;"{""type"": ""Point"", ""coordinates"": [2.349351161968815, 48.88730170673838]}";1155.0;EDP;84;;Place du Château Rouge;75.0;75018;Wallace;1.0;Non;;Oui;Non;;;;pl du Chateau Rouge;118.0;11.0;1925;1;;PL;CHATEAU ROUGE;1925-1;prob;0.0;0.0;1
48.860287182, 2.36152335234;"{""type"": ""Point"", ""coordinates"": [2.361523352339534, 48.86028718198151]}";53.0;DEVE;;Jardin de l'Hôtel Salé;101 ter rue des Coutures St Gervais;75.0;75003;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;101 ter rue des Coutures SAINT Gervais;103.0;4.0;2412;101;T;RUE;COUTURES SAINT GERVAIS;2412-101T;prob;0.0;0.0;1
48.8461142933, 2.27737896445;"{""type"": ""Point"", ""coordinates"": [2.277378964454817, 48.846114293302385]}";934.0;DVD;15/127;;1 Avenue Emile Zola;75.0;75015;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;1 Avenue Emile Zola;115.0;14.0;3266;1;;AV;EMILE ZOLA;3266-1;prob;0.0;0.0;1
48.8680278136, 2.36530435425;"{""type"": ""Point"", ""coordinates"": [2.365304354246687, 48.868027813561625]}";376.0;DVD;10/145;;12 Rue du Faubourg du Temple;75.0;75010;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;12 Rue du Faubourg du Temple;110.0;14.0;3508;12;;RUE;FAUBOURG DU TEMPLE;3508-12;prob;0.0;0.0;1
48.9000005523, 2.34509105156;"{""type"": ""Point"", ""coordinates"": [2.345091051560146, 48.90000055231484]}";1117.0;DEVE;;Jardin rue Ginette-Neveu;1 rue Ginette-Neveu;75.0;75018;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;1 rue Ginette Neveu;118.0;4.0;4185;1;;RUE;GINETTE NEVEU;4185-1;prob;0.0;0.0;1
48.8885118799, 2.33711748408;"{""type"": ""Point"", ""coordinates"": [2.337117484077524, 48.888511879901706]}";1164.0;DEVE;147;;7bis rue Girardon;75.0;75018;Fontaine ornementale;1.0;;;;;;;;7bis rue Girardon;118.0;12.0;4191;7bis;;RUE;GIRARDON;4191-7bis;prob;0.0;0.0;0
48.8795186581, 2.33724727645;"{""type"": ""Point"", ""coordinates"": [2.3372472764519, 48.8795186580693]}";327.0;EDP;25;;Place Gustave Toudouze;75.0;75009;Wallace;1.0;Non;;Oui;Non;;;;pl Gustave Toudouze;109.0;11.0;4427;1;;PL;GUSTAVE TOUDOUZE;4427-1;prob;0.0;0.0;1
48.8319755094, 2.32630284468;"{""type"": ""Point"", ""coordinates"": [2.32630284468161, 48.83197550935232]}";750.0;DEVE;;Square de l'Aspirant Dunand;Place Jacques Demy;75.0;75014;Borne-fontaine;2.0;Non;Non;Non;Oui;Oui;Oui;;pl Jacques Demy;114.0;4.0;4783;1;;PL;JACQUES DEMY;4783-1;prob;0.0;0.0;1
48.9010026608, 2.33561206561;"{""type"": ""Point"", ""coordinates"": [2.335612065606426, 48.90100266081071]}";1215.0;DVD;;;94 rue Jean Henri Fabre;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Non;Sanisette pas encore mise en service car contrôles potabilité de l'eau négatifs;94 rue Jean Henri Fabre;118.0;14.0;4898;94;;RUE;JEAN HENRI FABRE;4898-94;prob;0.0;0.0;1
